Date,Country/Region,Confirmed,Deaths,Recovered,Active,No_Of_New_Cases,No_Of_New_Deaths,No_Of_New_Recovered,Latitude,Longtitude
2020-04-18,Honduras,457,46,10,401,15,5,0,15.199998999999998,-86.241905
2020-04-19,Honduras,472,46,15,411,15,0,5,15.199998999999998,-86.241905
2020-04-20,Honduras,477,46,25,406,5,0,10,15.199998999999998,-86.241905
2020-04-21,Honduras,494,46,29,419,17,0,4,15.199998999999998,-86.241905
2020-04-22,Honduras,510,46,30,434,16,0,1,15.199998999999998,-86.241905
2020-04-23,Honduras,519,47,31,441,9,1,1,15.199998999999998,-86.241905
2020-04-24,Honduras,591,55,58,478,72,8,27,15.199998999999998,-86.241905
2020-04-25,Honduras,627,59,65,503,36,4,7,15.199998999999998,-86.241905
2020-04-26,Honduras,627,59,65,503,0,0,0,15.199998999999998,-86.241905
2020-04-27,Honduras,661,61,79,521,34,2,14,15.199998999999998,-86.241905
2020-04-28,Honduras,702,64,79,559,41,3,0,15.199998999999998,-86.241905
2020-04-29,Honduras,738,66,73,599,36,2,-6,15.199998999999998,-86.241905
2020-04-30,Honduras,771,71,79,621,33,5,6,15.199998999999998,-86.241905
2020-05-01,Honduras,804,75,112,617,33,4,33,15.199998999999998,-86.241905
2020-05-02,Honduras,1010,76,116,818,206,1,4,15.199998999999998,-86.241905
2020-05-03,Honduras,1055,82,118,855,45,6,2,15.199998999999998,-86.241905
2020-05-04,Honduras,1178,83,122,973,123,1,4,15.199998999999998,-86.241905
2020-05-05,Honduras,1270,93,122,1055,92,10,0,15.199998999999998,-86.241905
2020-05-06,Honduras,1461,99,132,1230,191,6,10,15.199998999999998,-86.241905
2020-05-07,Honduras,1685,105,154,1426,224,6,22,15.199998999999998,-86.241905
2020-05-08,Honduras,1771,107,192,1472,86,2,38,15.199998999999998,-86.241905
2020-05-09,Honduras,1830,108,195,1527,59,1,3,15.199998999999998,-86.241905
2020-05-10,Honduras,1972,108,203,1661,142,0,8,15.199998999999998,-86.241905
2020-05-11,Honduras,2100,116,206,1778,128,8,3,15.199998999999998,-86.241905
2020-05-12,Honduras,2080,121,211,1748,0,5,5,15.199998999999998,-86.241905
2020-05-13,Honduras,2255,123,237,1895,175,2,26,15.199998999999998,-86.241905
2020-01-22,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-23,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-24,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-25,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-26,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-27,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-28,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-29,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-30,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-01-31,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-01,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-02,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-03,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-04,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-05,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-06,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-07,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-08,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-09,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-10,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-11,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-12,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-13,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-14,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-15,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-16,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-17,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-18,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-19,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-20,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-21,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-22,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-23,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-24,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-25,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-26,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-27,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-28,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-02-29,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-03-01,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-03-02,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-03-03,Hungary,0,0,0,0,0,0,0,47.162494,19.503304
2020-03-04,Hungary,2,0,0,2,2,0,0,47.162494,19.503304
2020-03-05,Hungary,2,0,0,2,0,0,0,47.162494,19.503304
2020-03-06,Hungary,2,0,0,2,0,0,0,47.162494,19.503304
2020-03-07,Hungary,4,0,0,4,2,0,0,47.162494,19.503304
2020-03-08,Hungary,7,0,0,7,3,0,0,47.162494,19.503304
2020-03-09,Hungary,9,0,0,9,2,0,0,47.162494,19.503304
2020-03-10,Hungary,9,0,0,9,0,0,0,47.162494,19.503304
2020-03-11,Hungary,13,0,0,13,4,0,0,47.162494,19.503304
2020-03-12,Hungary,13,0,0,13,0,0,0,47.162494,19.503304
2020-03-13,Hungary,19,0,0,19,6,0,0,47.162494,19.503304
2020-03-14,Hungary,30,0,1,29,11,0,1,47.162494,19.503304
2020-03-15,Hungary,32,1,1,30,2,1,0,47.162494,19.503304
2020-03-16,Hungary,39,1,1,37,7,0,0,47.162494,19.503304
2020-03-17,Hungary,50,1,2,47,11,0,1,47.162494,19.503304
2020-03-18,Hungary,58,1,2,55,8,0,0,47.162494,19.503304
2020-03-19,Hungary,73,1,2,70,15,0,0,47.162494,19.503304
2020-03-20,Hungary,85,3,2,80,12,2,0,47.162494,19.503304
2020-03-21,Hungary,103,4,7,92,18,1,5,47.162494,19.503304
2020-03-22,Hungary,131,6,16,109,28,2,9,47.162494,19.503304
2020-03-23,Hungary,167,7,16,144,36,1,0,47.162494,19.503304
2020-03-24,Hungary,187,9,21,157,20,2,5,47.162494,19.503304
2020-03-25,Hungary,226,10,21,195,39,1,0,47.162494,19.503304
2020-03-26,Hungary,261,10,28,223,35,0,7,47.162494,19.503304
2020-03-27,Hungary,300,10,34,256,39,0,6,47.162494,19.503304
2020-03-28,Hungary,343,11,34,298,43,1,0,47.162494,19.503304
2020-03-29,Hungary,408,13,34,361,65,2,0,47.162494,19.503304
2020-03-30,Hungary,447,15,34,398,39,2,0,47.162494,19.503304
2020-03-31,Hungary,492,16,37,439,45,1,3,47.162494,19.503304
2020-04-01,Hungary,525,20,40,465,33,4,3,47.162494,19.503304
2020-04-02,Hungary,585,21,42,522,60,1,2,47.162494,19.503304
2020-04-03,Hungary,623,26,43,554,38,5,1,47.162494,19.503304
2020-04-04,Hungary,678,32,58,588,55,6,15,47.162494,19.503304
2020-04-05,Hungary,733,34,66,633,55,2,8,47.162494,19.503304
2020-04-06,Hungary,744,38,67,639,11,4,1,47.162494,19.503304
2020-04-07,Hungary,817,47,71,699,73,9,4,47.162494,19.503304
2020-04-08,Hungary,895,58,94,743,78,11,23,47.162494,19.503304
2020-04-09,Hungary,980,66,96,818,85,8,2,47.162494,19.503304
2020-04-10,Hungary,1190,77,112,1001,210,11,16,47.162494,19.503304
2020-04-11,Hungary,1310,85,115,1110,120,8,3,47.162494,19.503304
2020-04-12,Hungary,1410,99,118,1193,100,14,3,47.162494,19.503304
2020-04-13,Hungary,1458,109,120,1229,48,10,2,47.162494,19.503304
2020-04-14,Hungary,1512,122,122,1268,54,13,2,47.162494,19.503304
2020-04-15,Hungary,1579,134,192,1253,67,12,70,47.162494,19.503304
2020-04-16,Hungary,1652,142,199,1311,73,8,7,47.162494,19.503304
2020-04-17,Hungary,1763,156,207,1400,111,14,8,47.162494,19.503304
2020-04-18,Hungary,1834,172,231,1431,71,16,24,47.162494,19.503304
2020-04-19,Hungary,1916,189,250,1477,82,17,19,47.162494,19.503304
2020-04-20,Hungary,1984,199,267,1518,68,10,17,47.162494,19.503304
2020-04-21,Hungary,2098,213,287,1598,114,14,20,47.162494,19.503304
2020-04-22,Hungary,2168,225,295,1648,70,12,8,47.162494,19.503304
2020-04-23,Hungary,2284,239,390,1655,116,14,95,47.162494,19.503304
2020-04-24,Hungary,2443,262,458,1723,159,23,68,47.162494,19.503304
2020-04-25,Hungary,2443,262,458,1723,0,0,0,47.162494,19.503304
2020-04-26,Hungary,2500,272,485,1743,57,10,27,47.162494,19.503304
2020-04-27,Hungary,2583,280,498,1805,83,8,13,47.162494,19.503304
2020-04-28,Hungary,2649,291,516,1842,66,11,18,47.162494,19.503304
2020-04-29,Hungary,2727,300,536,1891,78,9,20,47.162494,19.503304
2020-04-30,Hungary,2775,312,581,1882,48,12,45,47.162494,19.503304
2020-05-01,Hungary,2863,323,609,1931,88,11,28,47.162494,19.503304
2020-05-02,Hungary,2942,335,625,1982,79,12,16,47.162494,19.503304
2020-05-03,Hungary,2998,340,629,2029,56,5,4,47.162494,19.503304
2020-05-04,Hungary,3035,351,630,2054,37,11,1,47.162494,19.503304
2020-05-05,Hungary,3065,363,709,1993,30,12,79,47.162494,19.503304
2020-05-06,Hungary,3111,373,759,1979,46,10,50,47.162494,19.503304
2020-05-07,Hungary,3150,383,801,1966,39,10,42,47.162494,19.503304
2020-05-08,Hungary,3178,392,865,1921,28,9,64,47.162494,19.503304
2020-05-09,Hungary,3213,405,904,1904,35,13,39,47.162494,19.503304
2020-05-10,Hungary,3263,413,933,1917,50,8,29,47.162494,19.503304
2020-05-11,Hungary,3284,421,958,1905,21,8,25,47.162494,19.503304
2020-05-12,Hungary,3313,425,1007,1881,29,4,49,47.162494,19.503304
2020-05-13,Hungary,3341,430,1102,1809,28,5,95,47.162494,19.503304
2020-01-22,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-23,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-24,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-25,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-26,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-27,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-28,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-29,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-30,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-01-31,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-01,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-02,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-03,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-04,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-05,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-06,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-07,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-08,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-09,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-10,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-11,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-12,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-13,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-14,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-15,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-16,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-17,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-18,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-19,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-20,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-21,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-22,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-23,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-24,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-25,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-26,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-27,Iceland,0,0,0,0,0,0,0,64.96305100000001,-19.020835
2020-02-28,Iceland,1,0,0,1,1,0,0,64.96305100000001,-19.020835
2020-02-29,Iceland,1,0,0,1,0,0,0,64.96305100000001,-19.020835
2020-03-01,Iceland,3,0,0,3,2,0,0,64.96305100000001,-19.020835
2020-03-02,Iceland,6,0,0,6,3,0,0,64.96305100000001,-19.020835
2020-03-03,Iceland,11,0,0,11,5,0,0,64.96305100000001,-19.020835
2020-03-04,Iceland,26,0,0,26,15,0,0,64.96305100000001,-19.020835
2020-03-05,Iceland,34,0,0,34,8,0,0,64.96305100000001,-19.020835
2020-03-06,Iceland,43,0,0,43,9,0,0,64.96305100000001,-19.020835
2020-03-07,Iceland,50,0,0,50,7,0,0,64.96305100000001,-19.020835
2020-03-08,Iceland,50,0,0,50,0,0,0,64.96305100000001,-19.020835
2020-03-09,Iceland,58,0,0,58,8,0,0,64.96305100000001,-19.020835
2020-03-10,Iceland,69,0,1,68,11,0,1,64.96305100000001,-19.020835
2020-03-11,Iceland,85,0,1,84,16,0,0,64.96305100000001,-19.020835
2020-03-12,Iceland,103,0,1,102,18,0,0,64.96305100000001,-19.020835
2020-03-13,Iceland,134,0,1,133,31,0,0,64.96305100000001,-19.020835
2020-03-14,Iceland,156,0,1,155,22,0,0,64.96305100000001,-19.020835
2020-03-15,Iceland,171,5,8,158,15,5,7,64.96305100000001,-19.020835
2020-03-16,Iceland,180,0,0,180,9,-5,-8,64.96305100000001,-19.020835
2020-03-17,Iceland,220,1,0,219,40,1,0,64.96305100000001,-19.020835
2020-03-18,Iceland,250,1,5,244,30,0,5,64.96305100000001,-19.020835
2020-03-19,Iceland,330,1,5,324,80,0,0,64.96305100000001,-19.020835
2020-03-20,Iceland,409,0,5,404,79,-1,0,64.96305100000001,-19.020835
2020-03-21,Iceland,473,1,22,450,64,1,17,64.96305100000001,-19.020835
2020-03-22,Iceland,568,1,36,531,95,0,14,64.96305100000001,-19.020835
2020-03-23,Iceland,588,1,36,551,20,0,0,64.96305100000001,-19.020835
2020-03-24,Iceland,648,2,51,595,60,1,15,64.96305100000001,-19.020835
2020-03-25,Iceland,737,2,56,679,89,0,5,64.96305100000001,-19.020835
2020-03-26,Iceland,802,2,82,718,65,0,26,64.96305100000001,-19.020835
2020-03-27,Iceland,890,2,97,791,88,0,15,64.96305100000001,-19.020835
2020-03-28,Iceland,963,2,114,847,73,0,17,64.96305100000001,-19.020835
2020-03-29,Iceland,1020,2,135,883,57,0,21,64.96305100000001,-19.020835
2020-03-30,Iceland,1086,2,157,927,66,0,22,64.96305100000001,-19.020835
2020-03-31,Iceland,1135,2,198,935,49,0,41,64.96305100000001,-19.020835
2020-04-01,Iceland,1220,2,225,993,85,0,27,64.96305100000001,-19.020835
2020-04-02,Iceland,1319,4,284,1031,99,2,59,64.96305100000001,-19.020835
2020-04-03,Iceland,1364,4,309,1051,45,0,25,64.96305100000001,-19.020835
2020-04-04,Iceland,1417,4,396,1017,53,0,87,64.96305100000001,-19.020835
2020-04-05,Iceland,1486,4,428,1054,69,0,32,64.96305100000001,-19.020835
2020-04-06,Iceland,1562,6,460,1096,76,2,32,64.96305100000001,-19.020835
2020-04-07,Iceland,1586,6,559,1021,24,0,99,64.96305100000001,-19.020835
2020-04-08,Iceland,1616,6,633,977,30,0,74,64.96305100000001,-19.020835
2020-04-09,Iceland,1648,6,688,954,32,0,55,64.96305100000001,-19.020835
2020-04-10,Iceland,1675,7,751,917,27,1,63,64.96305100000001,-19.020835
2020-04-11,Iceland,1689,8,841,840,14,1,90,64.96305100000001,-19.020835
2020-04-12,Iceland,1701,8,889,804,12,0,48,64.96305100000001,-19.020835
2020-04-13,Iceland,1711,8,933,770,10,0,44,64.96305100000001,-19.020835
2020-04-14,Iceland,1720,8,989,723,9,0,56,64.96305100000001,-19.020835
2020-04-15,Iceland,1727,8,1077,642,7,0,88,64.96305100000001,-19.020835
2020-04-16,Iceland,1739,8,1144,587,12,0,67,64.96305100000001,-19.020835
2020-04-17,Iceland,1754,9,1224,521,15,1,80,64.96305100000001,-19.020835
2020-04-18,Iceland,1760,9,1291,460,6,0,67,64.96305100000001,-19.020835
2020-04-19,Iceland,1771,9,1291,471,11,0,0,64.96305100000001,-19.020835
2020-04-20,Iceland,1773,10,1362,401,2,1,71,64.96305100000001,-19.020835
2020-04-21,Iceland,1778,10,1417,351,5,0,55,64.96305100000001,-19.020835
2020-04-22,Iceland,1785,10,1462,313,7,0,45,64.96305100000001,-19.020835
2020-04-23,Iceland,1789,10,1509,270,4,0,47,64.96305100000001,-19.020835
2020-04-24,Iceland,1789,10,1542,237,0,0,33,64.96305100000001,-19.020835
2020-04-25,Iceland,1790,10,1570,210,1,0,28,64.96305100000001,-19.020835
2020-04-26,Iceland,1792,10,1608,174,2,0,38,64.96305100000001,-19.020835
2020-04-27,Iceland,1792,10,1624,158,0,0,16,64.96305100000001,-19.020835
2020-04-28,Iceland,1795,10,1636,149,3,0,12,64.96305100000001,-19.020835
2020-04-29,Iceland,1797,10,1656,131,2,0,20,64.96305100000001,-19.020835
2020-04-30,Iceland,1797,10,1670,117,0,0,14,64.96305100000001,-19.020835
2020-05-01,Iceland,1798,10,1689,99,1,0,19,64.96305100000001,-19.020835
2020-05-02,Iceland,1798,10,1706,82,0,0,17,64.96305100000001,-19.020835
2020-05-03,Iceland,1799,10,1717,72,1,0,11,64.96305100000001,-19.020835
2020-05-04,Iceland,1799,10,1723,66,0,0,6,64.96305100000001,-19.020835
2020-05-05,Iceland,1799,10,1733,56,0,0,10,64.96305100000001,-19.020835
2020-05-06,Iceland,1799,10,1750,39,0,0,17,64.96305100000001,-19.020835
2020-05-07,Iceland,1801,10,1755,36,2,0,5,64.96305100000001,-19.020835
2020-05-08,Iceland,1801,10,1765,26,0,0,10,64.96305100000001,-19.020835
2020-05-09,Iceland,1801,10,1773,18,0,0,8,64.96305100000001,-19.020835
2020-05-10,Iceland,1801,10,1773,18,0,0,0,64.96305100000001,-19.020835
2020-05-11,Iceland,1801,10,1773,18,0,0,0,64.96305100000001,-19.020835
2020-05-12,Iceland,1801,10,1776,15,0,0,3,64.96305100000001,-19.020835
2020-05-13,Iceland,1802,10,1780,12,1,0,4,64.96305100000001,-19.020835
2020-01-22,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-23,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-24,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-25,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-26,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-27,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-28,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-29,India,0,0,0,0,0,0,0,20.593684,78.96288
2020-01-30,India,1,0,0,1,1,0,0,20.593684,78.96288
2020-01-31,India,1,0,0,1,0,0,0,20.593684,78.96288
2020-02-01,India,1,0,0,1,0,0,0,20.593684,78.96288
2020-02-02,India,2,0,0,2,1,0,0,20.593684,78.96288
2020-02-03,India,3,0,0,3,1,0,0,20.593684,78.96288
2020-02-04,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-05,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-06,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-07,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-08,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-09,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-10,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-11,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-12,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-13,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-14,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-15,India,3,0,0,3,0,0,0,20.593684,78.96288
2020-02-16,India,3,0,3,0,0,0,3,20.593684,78.96288
2020-02-17,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-18,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-19,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-20,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-21,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-22,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-23,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-24,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-25,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-26,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-27,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-28,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-02-29,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-03-01,India,3,0,3,0,0,0,0,20.593684,78.96288
2020-03-02,India,5,0,3,2,2,0,0,20.593684,78.96288
2020-03-03,India,5,0,3,2,0,0,0,20.593684,78.96288
2020-03-04,India,28,0,3,25,23,0,0,20.593684,78.96288
2020-03-05,India,30,0,3,27,2,0,0,20.593684,78.96288
2020-03-06,India,31,0,3,28,1,0,0,20.593684,78.96288
2020-03-07,India,34,0,3,31,3,0,0,20.593684,78.96288
2020-03-08,India,39,0,3,36,5,0,0,20.593684,78.96288
2020-03-09,India,43,0,3,40,4,0,0,20.593684,78.96288
2020-03-10,India,56,0,4,52,13,0,1,20.593684,78.96288
2020-03-11,India,62,1,4,57,6,1,0,20.593684,78.96288
2020-03-12,India,73,1,4,68,11,0,0,20.593684,78.96288
2020-03-13,India,82,2,4,76,9,1,0,20.593684,78.96288
2020-03-14,India,102,2,4,96,20,0,0,20.593684,78.96288
2020-03-15,India,113,2,13,98,11,0,9,20.593684,78.96288
2020-03-16,India,119,2,13,104,6,0,0,20.593684,78.96288
2020-03-17,India,142,3,14,125,23,1,1,20.593684,78.96288
2020-03-18,India,156,3,14,139,14,0,0,20.593684,78.96288
2020-03-19,India,194,4,15,175,38,1,1,20.593684,78.96288
2020-03-20,India,244,5,20,219,50,1,5,20.593684,78.96288
2020-03-21,India,330,4,23,303,86,-1,3,20.593684,78.96288
2020-03-22,India,396,7,27,362,66,3,4,20.593684,78.96288
2020-03-23,India,499,10,27,462,103,3,0,20.593684,78.96288
2020-03-24,India,536,10,40,486,37,0,13,20.593684,78.96288
2020-03-25,India,657,12,43,602,121,2,3,20.593684,78.96288
2020-03-26,India,727,20,45,662,70,8,2,20.593684,78.96288
2020-03-27,India,887,20,73,794,160,0,28,20.593684,78.96288
2020-03-28,India,987,24,84,879,100,4,11,20.593684,78.96288
2020-03-29,India,1024,27,95,902,37,3,11,20.593684,78.96288
2020-03-30,India,1251,32,102,1117,227,5,7,20.593684,78.96288
2020-03-31,India,1397,35,123,1239,146,3,21,20.593684,78.96288
2020-04-01,India,1998,58,148,1792,601,23,25,20.593684,78.96288
2020-04-02,India,2543,72,191,2280,545,14,43,20.593684,78.96288
2020-04-03,India,2567,72,192,2303,24,0,1,20.593684,78.96288
2020-04-04,India,3082,86,229,2767,515,14,37,20.593684,78.96288
2020-04-05,India,3588,99,229,3260,506,13,0,20.593684,78.96288
2020-04-06,India,4778,136,375,4267,1190,37,146,20.593684,78.96288
2020-04-07,India,5311,150,421,4740,533,14,46,20.593684,78.96288
2020-04-08,India,5916,178,506,5232,605,28,85,20.593684,78.96288
2020-04-09,India,6725,226,620,5879,809,48,114,20.593684,78.96288
2020-04-10,India,7598,246,774,6578,873,20,154,20.593684,78.96288
2020-04-11,India,8446,288,969,7189,848,42,195,20.593684,78.96288
2020-04-12,India,9205,331,1080,7794,759,43,111,20.593684,78.96288
2020-04-13,India,10453,358,1181,8914,1248,27,101,20.593684,78.96288
2020-04-14,India,11487,393,1359,9735,1034,35,178,20.593684,78.96288
2020-04-15,India,12322,405,1432,10485,835,12,73,20.593684,78.96288
2020-04-16,India,13430,448,1768,11214,1108,43,336,20.593684,78.96288
2020-04-17,India,14352,486,2041,11825,922,38,273,20.593684,78.96288
2020-04-18,India,15722,521,2463,12738,1370,35,422,20.593684,78.96288
2020-04-19,India,17615,559,2854,14202,1893,38,391,20.593684,78.96288
2020-04-20,India,18539,592,3273,14674,924,33,419,20.593684,78.96288
2020-04-21,India,20080,645,3975,15460,1541,53,702,20.593684,78.96288
2020-04-22,India,21370,681,4370,16319,1290,36,395,20.593684,78.96288
2020-04-23,India,23077,721,5012,17344,1707,40,642,20.593684,78.96288
2020-04-24,India,24530,780,5498,18252,1453,59,486,20.593684,78.96288
2020-04-25,India,26283,825,5939,19519,1753,45,441,20.593684,78.96288
2020-04-26,India,27890,881,6523,20486,1607,56,584,20.593684,78.96288
2020-04-27,India,29451,939,7137,21375,1561,58,614,20.593684,78.96288
2020-04-28,India,31324,1008,7747,22569,1873,69,610,20.593684,78.96288
2020-04-29,India,33062,1079,8437,23546,1738,71,690,20.593684,78.96288
2020-04-30,India,34863,1154,9068,24641,1801,75,631,20.593684,78.96288
2020-05-01,India,37257,1223,10007,26027,2394,69,939,20.593684,78.96288
2020-05-02,India,39699,1323,10819,27557,2442,100,812,20.593684,78.96288
2020-05-03,India,42505,1391,11775,29339,2806,68,956,20.593684,78.96288
2020-05-04,India,46437,1566,12847,32024,3932,175,1072,20.593684,78.96288
2020-05-05,India,49400,1693,14142,33565,2963,127,1295,20.593684,78.96288
2020-05-06,India,52987,1785,15331,35871,3587,92,1189,20.593684,78.96288
2020-05-07,India,56351,1889,16776,37686,3364,104,1445,20.593684,78.96288
2020-05-08,India,59695,1985,17887,39823,3344,96,1111,20.593684,78.96288
2020-05-09,India,62808,2101,19301,41406,3113,116,1414,20.593684,78.96288
2020-05-10,India,67161,2212,20969,43980,4353,111,1668,20.593684,78.96288
2020-05-11,India,70768,2294,22549,45925,3607,82,1580,20.593684,78.96288
2020-05-12,India,74292,2415,24420,47457,3524,121,1871,20.593684,78.96288
2020-05-13,India,78055,2551,26400,49104,3763,136,1980,20.593684,78.96288
2020-01-22,Indonesia,0,0,0,0,0,0,0,-0.789275,113.921327
2020-01-23,Indonesia,0,0,0,0,0,0,0,-0.789275,113.921327
2020-01-24,Indonesia,0,0,0,0,0,0,0,-0.789275,113.921327
2020-01-25,Indonesia,0,0,0,0,0,0,0,-0.789275,113.921327
2020-01-26,Indonesia,0,0,0,0,0,0,0,-0.789275,113.921327
